zip,county_name,2020_mean_fmr,2019_mean_fmr,2018_mean_fmr,2017_mean_fmr,2016_mean_fmr,2015_mean_fmr,2014_mean_fmr,2013_mean_fmr,2012_mean_fmr,2011_mean_fmr
33037,Monroe County FL,1888,1770.4,1608.2,1699,1487.8,1672,1397.4,1569,1558.6,1482.6
33040,Monroe County FL,1888,1770.4,1608.2,1699,1487.8,1672,1397.4,1569,1558.6,1482.6
33042,Monroe County FL,1888,1770.4,1608.2,1699,1487.8,1672,1397.4,1569,1558.6,1482.6
33043,Monroe County FL,1888,1770.4,1608.2,1699,1487.8,1672,1397.4,1569,1558.6,1482.6
33050,Monroe County FL,1888,1770.4,1608.2,1699,1487.8,1672,1397.4,1569,1558.6,1482.6
33051,Monroe County FL,1888,1770.4,1608.2,1699,1487.8,1672,1397.4,1569,1558.6,1482.6
33055,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33056,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33060,Broward County FL,1731.6,1630.6,1564,1469,1396.8,1411.8,1408.6,1381.8,1356.8,1468.6
33062,Broward County FL,1731.6,1630.6,1564,1469,1396.8,1411.8,1408.6,1381.8,1356.8,1468.6
33063,Broward County FL,1731.6,1630.6,1564,1469,1396.8,1411.8,1408.6,1381.8,1356.8,1468.6
33064,Broward County FL,1731.6,1630.6,1564,1469,1396.8,1411.8,1408.6,1381.8,1356.8,1468.6
33065,Broward County FL,1731.6,1630.6,1564,1469,1396.8,1411.8,1408.6,1381.8,1356.8,1468.6
33066,Broward County FL,1731.6,1630.6,1564,1469,1396.8,1411.8,1408.6,1381.8,1356.8,1468.6
33067,Broward County FL,1731.6,1630.6,1564,1469,1396.8,1411.8,1408.6,1381.8,1356.8,1468.6
33068,Broward County FL,1731.6,1630.6,1564,1469,1396.8,1411.8,1408.6,1381.8,1356.8,1468.6
33069,Broward County FL,1731.6,1630.6,1564,1469,1396.8,1411.8,1408.6,1381.8,1356.8,1468.6
33070,Monroe County FL,1888,1770.4,1608.2,1699,1487.8,1672,1397.4,1569,1558.6,1482.6
33071,Broward County FL,1731.6,1630.6,1564,1469,1396.8,1411.8,1408.6,1381.8,1356.8,1468.6
33073,Broward County FL,1731.6,1630.6,1564,1469,1396.8,1411.8,1408.6,1381.8,1356.8,1468.6
33076,Broward County FL,1731.6,1630.6,1564,1469,1396.8,1411.8,1408.6,1381.8,1356.8,1468.6
33125,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33126,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33129,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33133,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33134,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33135,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33137,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33138,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33139,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33140,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33141,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33143,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33144,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33145,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
33146,Miami-Dade County FL,1755.8,1568,1451.4,1389.4,1331.4,1254.2,1258.4,1211,1198.4,1261.2
